7146,2008-02-02 13:35:05,116.33252,39.96964
7146,2008-02-02 13:35:10,116.33253,39.96963
7146,2008-02-02 13:35:35,116.33256,39.96947
7146,2008-02-02 13:35:40,116.33256,39.96947
7146,2008-02-02 13:35:40,116.33256,39.96947
7146,2008-02-02 13:35:45,116.33256,39.96947
7146,2008-02-02 13:40:25,116.33258,39.96945
7146,2008-02-02 13:40:30,116.33258,39.96946
7146,2008-02-02 13:40:30,116.33258,39.96946
7146,2008-02-02 13:40:35,116.33258,39.96947
7146,2008-02-02 13:45:19,116.32265,39.96625
7146,2008-02-02 13:45:25,116.32261,39.96624
7146,2008-02-02 13:50:05,116.31511,39.96894
7146,2008-02-02 13:50:10,116.31486,39.96895
7146,2008-02-02 13:50:10,116.31486,39.96895
7146,2008-02-02 13:50:15,116.31484,39.9689
7146,2008-02-02 13:54:55,116.31997,39.97497
7146,2008-02-02 13:55:00,116.32057,39.97496
7146,2008-02-02 13:55:00,116.32057,39.97496
7146,2008-02-02 13:55:05,116.32122,39.97496
7146,2008-02-02 13:59:45,116.34139,39.97508
7146,2008-02-02 13:59:50,116.34173,39.97508
7146,2008-02-02 13:59:50,116.34173,39.97508
7146,2008-02-02 14:00:00,116.34287,39.97509
7146,2008-02-02 14:04:35,116.36287,39.97525
7146,2008-02-02 14:04:45,116.36284,39.97523
7146,2008-02-02 14:09:25,116.37914,39.97545
7146,2008-02-02 14:09:30,116.37969,39.97546
7146,2008-02-02 14:09:30,116.37969,39.97546
7146,2008-02-02 14:09:35,116.3801,39.97547
7146,2008-02-02 14:14:15,116.38091,39.99661
7146,2008-02-02 14:14:20,116.38092,39.99705
7146,2008-02-02 14:15:35,116.38046,40.00722
7146,2008-02-02 14:15:40,116.38045,40.00779
7146,2008-02-02 14:18:50,116.4018,40.00824
7146,2008-02-02 14:19:00,116.4019,40.00913
7146,2008-02-02 14:19:05,116.40194,40.00974
7146,2008-02-02 14:19:10,116.40193,40.0104
7146,2008-02-02 14:19:10,116.40193,40.0104
7146,2008-02-02 14:19:15,116.40192,40.01103
7146,2008-02-02 14:23:55,116.40745,40.03136
7146,2008-02-02 14:24:00,116.40813,40.03134
7146,2008-02-02 14:24:00,116.40813,40.03134
7146,2008-02-02 14:24:05,116.40896,40.03132
7146,2008-02-02 14:28:45,116.4308,40.0357
7146,2008-02-02 14:28:50,116.43112,40.0358
7146,2008-02-02 14:28:50,116.43112,40.0358
7146,2008-02-02 14:28:55,116.43136,40.03578
7146,2008-02-02 14:33:35,116.42724,40.03807
7146,2008-02-02 14:33:40,116.42668,40.03831
7146,2008-02-02 14:33:40,116.42668,40.03831
7146,2008-02-02 14:33:45,116.42603,40.03857
7146,2008-02-02 14:38:25,116.41952,40.03701
7146,2008-02-02 14:38:30,116.41951,40.037
7146,2008-02-02 14:38:30,116.41951,40.037
7146,2008-02-02 14:38:35,116.41953,40.03701
7146,2008-02-02 14:43:15,116.41956,40.0369
7146,2008-02-02 14:43:20,116.41956,40.03691
7146,2008-02-02 14:43:20,116.41956,40.03691
7146,2008-02-02 14:43:30,116.41957,40.03697
7146,2008-02-02 14:52:55,116.41536,40.03607
7146,2008-02-02 14:53:00,116.41538,40.03606
7146,2008-02-02 14:57:45,116.41952,40.03701
7146,2008-02-02 14:57:50,116.41952,40.03701
7146,2008-02-02 15:02:35,116.41951,40.03693
7146,2008-02-02 15:02:40,116.41952,40.03697
7146,2008-02-02 15:07:24,116.41954,40.037
7146,2008-02-02 15:07:29,116.41953,40.03699
7146,2008-02-02 15:07:29,116.41953,40.03699
7146,2008-02-02 15:07:34,116.41954,40.03699
7146,2008-02-02 15:12:19,116.41951,40.03707
7146,2008-02-02 15:12:24,116.41952,40.03707
7146,2008-02-02 15:17:09,116.40599,40.04605
7146,2008-02-02 15:17:14,116.40601,40.04617
7146,2008-02-02 15:21:54,116.40763,40.05653
7146,2008-02-02 15:21:59,116.40763,40.05653
7146,2008-02-02 15:26:44,116.38066,40.05508
7146,2008-02-02 15:26:49,116.38037,40.05514
7146,2008-02-02 15:26:49,116.38037,40.05514
7146,2008-02-02 15:26:54,116.38028,40.0555
7146,2008-02-02 15:31:34,116.34758,40.06032
7146,2008-02-02 15:31:39,116.34696,40.06021
7146,2008-02-02 15:31:39,116.34696,40.06021
7146,2008-02-02 15:31:44,116.3462,40.06007
7146,2008-02-02 15:36:29,116.31926,40.05115
7146,2008-02-02 15:36:34,116.31891,40.05089
7146,2008-02-02 15:41:14,116.30101,40.04488
